conv2d_noise_19	1	253
conv2d_noise_19	2	589
conv2d_noise_19	3	1368
conv2d_noise_19	4	2684
conv2d_noise_19	5	4427
conv2d_noise_19	6	6172
conv2d_noise_19	7	6997
conv2d_noise_19	8	6347
conv2d_noise_19	9	4440
conv2d_noise_19	10	2243
conv2d_noise_19	11	884
conv2d_noise_19	12	288
conv2d_noise_19	13	63
conv2d_noise_19	14	10
conv2d_noise_20	0	171
conv2d_noise_20	1	357
conv2d_noise_20	2	839
conv2d_noise_20	3	1634
conv2d_noise_20	4	2784
conv2d_noise_20	5	4166
conv2d_noise_20	6	5306
conv2d_noise_20	7	5915
conv2d_noise_20	8	5483
conv2d_noise_20	9	4468
conv2d_noise_20	10	2925
conv2d_noise_20	11	1579
conv2d_noise_20	12	819
conv2d_noise_20	13	297
conv2d_noise_20	14	121
dense_noise	0	15
dense_noise	1	26
dense_noise	2	38
dense_noise	3	64
dense_noise	4	57
dense_noise	5	61
dense_noise	6	54
dense_noise	7	46
dense_noise	8	68
dense_noise	9	74
dense_noise	10	87
dense_noise	11	43
dense_noise	12	7
conv2d_noise	0	7
conv2d_noise	1	5
conv2d_noise	2	15
conv2d_noise	3	35
conv2d_noise	4	35
conv2d_noise	5	42
conv2d_noise	6	40
conv2d_noise	7	64
conv2d_noise	9	55
conv2d_noise	10	40
conv2d_noise	11	46
conv2d_noise	12	23
conv2d_noise	13	11
conv2d_noise	14	9
conv2d_noise	15	5
conv2d_noise_1	0	5
conv2d_noise_1	1	20
conv2d_noise_1	2	35
conv2d_noise_1	3	94
conv2d_noise_1	4	164
conv2d_noise_1	5	273
conv2d_noise_1	6	396
conv2d_noise_1	7	382
conv2d_noise_1	9	360
conv2d_noise_1	10	254
conv2d_noise_1	11	174
conv2d_noise_1	12	83
conv2d_noise_1	13	41
conv2d_noise_1	14	13
conv2d_noise_1	15	10
conv2d_noise_2	0	2
conv2d_noise_2	1	15
conv2d_noise_2	2	26
conv2d_noise_2	3	61
conv2d_noise_2	4	174
conv2d_noise_2	5	273
conv2d_noise_2	6	409
conv2d_noise_2	7	452
conv2d_noise_2	9	375
conv2d_noise_2	10	272
conv2d_noise_2	11	139
conv2d_noise_2	12	56
conv2d_noise_2	13	33
conv2d_noise_2	14	10
conv2d_noise_2	15	7
conv2d_noise_3	0	11
conv2d_noise_3	1	15
conv2d_noise_3	2	28
conv2d_noise_3	3	81
conv2d_noise_3	4	171
conv2d_noise_3	5	270
conv2d_noise_3	6	396
conv2d_noise_3	7	401
conv2d_noise_3	9	378
conv2d_noise_3	10	268
conv2d_noise_3	11	176
conv2d_noise_3	12	69
conv2d_noise_3	13	26
conv2d_noise_3	14	9
conv2d_noise_3	15	5
conv2d_noise_4	0	4
conv2d_noise_4	1	11
conv2d_noise_4	2	21
conv2d_noise_4	3	79
conv2d_noise_4	4	155
conv2d_noise_4	5	309
conv2d_noise_4	6	428
conv2d_noise_4	7	430
conv2d_noise_4	9	385
conv2d_noise_4	10	247
conv2d_noise_4	11	145
conv2d_noise_4	12	67
conv2d_noise_4	13	15
conv2d_noise_4	14	6
conv2d_noise_4	15	2
conv2d_noise_5	0	14
conv2d_noise_5	1	15
conv2d_noise_5	2	53
conv2d_noise_5	3	110
conv2d_noise_5	4	181
conv2d_noise_5	5	278
conv2d_noise_5	6	377
conv2d_noise_5	7	427
conv2d_noise_5	9	356
conv2d_noise_5	10	265
conv2d_noise_5	11	138
conv2d_noise_5	12	60
conv2d_noise_5	13	18
conv2d_noise_5	14	10
conv2d_noise_5	15	2
conv2d_noise_6	0	5
conv2d_noise_6	1	13
conv2d_noise_6	2	32
conv2d_noise_6	3	60
conv2d_noise_6	4	164
conv2d_noise_6	5	222
conv2d_noise_6	6	350
conv2d_noise_6	7	424
conv2d_noise_6	9	394
conv2d_noise_6	10	253
conv2d_noise_6	11	193
conv2d_noise_6	12	121
conv2d_noise_6	13	45
conv2d_noise_6	14	19
conv2d_noise_6	15	9
conv2d_noise_7	0	11
conv2d_noise_7	1	17
conv2d_noise_7	2	40
conv2d_noise_7	3	110
conv2d_noise_7	4	290
conv2d_noise_7	5	618
conv2d_noise_7	6	823
conv2d_noise_7	7	969
conv2d_noise_7	9	822
conv2d_noise_7	10	496
conv2d_noise_7	11	267
conv2d_noise_7	12	94
conv2d_noise_7	13	29
conv2d_noise_7	14	17
conv2d_noise_7	15	5
conv2d_noise_8	0	20
conv2d_noise_8	1	46
conv2d_noise_8	2	100
conv2d_noise_8	3	261
conv2d_noise_8	4	625
conv2d_noise_8	5	1075
conv2d_noise_8	6	1662
conv2d_noise_8	7	1886
conv2d_noise_8	9	1668
conv2d_noise_8	10	1010
conv2d_noise_8	11	522
conv2d_noise_8	12	241
conv2d_noise_8	13	69
conv2d_noise_8	14	27
conv2d_noise_8	15	4
conv2d_noise_9	0	27
conv2d_noise_9	1	3
conv2d_noise_9	2	19
conv2d_noise_9	3	31
conv2d_noise_9	4	38
conv2d_noise_9	5	57
conv2d_noise_9	6	50
conv2d_noise_9	7	49
conv2d_noise_9	9	43
conv2d_noise_9	10	55
conv2d_noise_9	11	47
conv2d_noise_9	12	34
conv2d_noise_9	13	18
conv2d_noise_9	14	12
conv2d_noise_9	15	29
conv2d_noise_10	0	43
conv2d_noise_10	1	81
conv2d_noise_10	2	184
conv2d_noise_10	3	387
conv2d_noise_10	4	741
conv2d_noise_10	5	1155
conv2d_noise_10	6	1463
conv2d_noise_10	7	1633
conv2d_noise_10	9	1436
conv2d_noise_10	10	1040
conv2d_noise_10	11	603
conv2d_noise_10	12	293
conv2d_noise_10	13	115
conv2d_noise_10	14	29
conv2d_noise_10	15	13
conv2d_noise_11	0	48
conv2d_noise_11	1	106
conv2d_noise_11	2	216
conv2d_noise_11	3	431
conv2d_noise_11	4	761
conv2d_noise_11	5	1110
conv2d_noise_11	6	1495
conv2d_noise_11	7	1504
conv2d_noise_11	9	1360
conv2d_noise_11	10	949
conv2d_noise_11	11	660
conv2d_noise_11	12	356
conv2d_noise_11	13	140
conv2d_noise_11	14	57
conv2d_noise_11	15	23
conv2d_noise_12	0	52
conv2d_noise_12	1	110
conv2d_noise_12	2	217
conv2d_noise_12	3	421
conv2d_noise_12	4	782
conv2d_noise_12	5	1110
conv2d_noise_12	6	1398
conv2d_noise_12	7	1492
conv2d_noise_12	9	1337
conv2d_noise_12	10	1036
conv2d_noise_12	11	685
conv2d_noise_12	12	344
conv2d_noise_12	13	160
conv2d_noise_12	14	58
conv2d_noise_12	15	14
conv2d_noise_13	0	40
conv2d_noise_13	1	101
conv2d_noise_13	2	221
conv2d_noise_13	3	445
conv2d_noise_13	4	753
conv2d_noise_13	5	1129
conv2d_noise_13	6	1449
conv2d_noise_13	7	1542
conv2d_noise_13	9	1330
conv2d_noise_13	10	992
conv2d_noise_13	11	652
conv2d_noise_13	12	345
conv2d_noise_13	13	130
conv2d_noise_13	14	63
conv2d_noise_13	15	24
conv2d_noise_14	0	31
conv2d_noise_14	1	79
conv2d_noise_14	2	221
conv2d_noise_14	3	605
conv2d_noise_14	4	1286
conv2d_noise_14	5	2259
conv2d_noise_14	6	3141
conv2d_noise_14	7	3587
conv2d_noise_14	9	3254
conv2d_noise_14	10	2181
conv2d_noise_14	11	1116
conv2d_noise_14	12	457
conv2d_noise_14	13	154
conv2d_noise_14	14	53
conv2d_noise_14	15	8
conv2d_noise_15	0	75
conv2d_noise_15	1	186
conv2d_noise_15	2	508
conv2d_noise_15	3	1382
conv2d_noise_15	4	2754
conv2d_noise_15	5	4541
conv2d_noise_15	6	6180
conv2d_noise_15	7	6906
conv2d_noise_15	9	6103
conv2d_noise_15	10	4259
conv2d_noise_15	11	2395
conv2d_noise_15	12	1085
conv2d_noise_15	13	358
conv2d_noise_15	14	112
conv2d_noise_15	15	20
conv2d_noise_16	0	358
conv2d_noise_16	1	73
conv2d_noise_16	2	93
conv2d_noise_16	3	129
conv2d_noise_16	4	141
conv2d_noise_16	5	155
conv2d_noise_16	6	162
conv2d_noise_16	7	169
conv2d_noise_16	9	139
conv2d_noise_16	10	134
conv2d_noise_16	11	119
conv2d_noise_16	12	84
conv2d_noise_16	13	85
conv2d_noise_16	14	62
conv2d_noise_16	15	145
conv2d_noise_17	0	116
conv2d_noise_17	1	249
conv2d_noise_17	2	645
conv2d_noise_17	3	1393
conv2d_noise_17	4	2768
conv2d_noise_17	5	4589
conv2d_noise_17	6	6295
conv2d_noise_17	7	6760
conv2d_noise_17	9	6112
conv2d_noise_17	10	4245
conv2d_noise_17	11	2333
conv2d_noise_17	12	962
conv2d_noise_17	13	300
conv2d_noise_17	14	79
conv2d_noise_17	15	18
conv2d_noise_18	0	101
conv2d_noise_18	1	255
conv2d_noise_18	2	662
conv2d_noise_18	3	1508
conv2d_noise_18	4	2795
conv2d_noise_18	5	4552
conv2d_noise_18	6	5995
conv2d_noise_18	7	6764
conv2d_noise_18	9	5869
conv2d_noise_18	10	4402
conv2d_noise_18	11	2409
conv2d_noise_18	12	1051
conv2d_noise_18	13	386
conv2d_noise_18	14	87
conv2d_noise_18	15	28
conv2d_noise_19	0	99
conv2d_noise_19	1	253
conv2d_noise_19	2	589
conv2d_noise_19	3	1368
conv2d_noise_19	4	2684
conv2d_noise_19	5	4427
conv2d_noise_19	6	6172
conv2d_noise_19	7	6997
conv2d_noise_19	9	6347
conv2d_noise_19	10	4440
conv2d_noise_19	11	2243
conv2d_noise_19	12	884
conv2d_noise_19	13	288
conv2d_noise_19	14	63
conv2d_noise_19	15	10
conv2d_noise_20	0	171
conv2d_noise_20	1	357
conv2d_noise_20	2	839
conv2d_noise_20	3	1634
conv2d_noise_20	4	2784
conv2d_noise_20	5	4166
conv2d_noise_20	6	5306
conv2d_noise_20	7	5915
conv2d_noise_20	9	5483
conv2d_noise_20	10	4468
conv2d_noise_20	11	2925
conv2d_noise_20	12	1579
conv2d_noise_20	13	819
conv2d_noise_20	14	297
conv2d_noise_20	15	121
dense_noise	0	15
dense_noise	1	26
dense_noise	2	38
dense_noise	3	64
dense_noise	4	57
dense_noise	5	61
dense_noise	6	54
dense_noise	7	46
dense_noise	9	68
dense_noise	10	74
dense_noise	11	87
dense_noise	12	43
dense_noise	13	7
conv2d_noise	0	7
conv2d_noise	1	5
conv2d_noise	2	15
conv2d_noise	3	35
conv2d_noise	4	35
conv2d_noise	5	42
conv2d_noise	6	40
conv2d_noise	7	64
conv2d_noise	9	55
conv2d_noise	10	40
conv2d_noise	11	46
conv2d_noise	12	23
conv2d_noise	13	11
conv2d_noise	14	9
conv2d_noise	15	5
conv2d_noise_1	0	5
conv2d_noise_1	1	20
conv2d_noise_1	2	35
conv2d_noise_1	3	94
conv2d_noise_1	4	164
conv2d_noise_1	5	273
conv2d_noise_1	6	396
conv2d_noise_1	7	382
conv2d_noise_1	9	360
conv2d_noise_1	10	254
conv2d_noise_1	11	174
conv2d_noise_1	12	83
conv2d_noise_1	13	41
conv2d_noise_1	14	13
conv2d_noise_1	15	10
conv2d_noise_2	0	2
conv2d_noise_2	1	15
conv2d_noise_2	2	26
conv2d_noise_2	3	61
conv2d_noise_2	4	174
conv2d_noise_2	5	273
conv2d_noise_2	6	409
conv2d_noise_2	7	452
conv2d_noise_2	9	375
conv2d_noise_2	10	272
conv2d_noise_2	11	139
conv2d_noise_2	12	56
conv2d_noise_2	13	33
conv2d_noise_2	14	10
conv2d_noise_2	15	7
conv2d_noise_3	0	11
conv2d_noise_3	1	15
conv2d_noise_3	2	28
conv2d_noise_3	3	81
conv2d_noise_3	4	171
conv2d_noise_3	5	270
conv2d_noise_3	6	396
conv2d_noise_3	7	401
conv2d_noise_3	9	378
conv2d_noise_3	10	268
conv2d_noise_3	11	176
conv2d_noise_3	12	69
conv2d_noise_3	13	26
conv2d_noise_3	14	9
conv2d_noise_3	15	5
conv2d_noise_4	0	4
conv2d_noise_4	1	11
conv2d_noise_4	2	21
conv2d_noise_4	3	79
conv2d_noise_4	4	155
conv2d_noise_4	5	309
conv2d_noise_4	6	428
conv2d_noise_4	7	430
conv2d_noise_4	9	385
conv2d_noise_4	10	247
conv2d_noise_4	11	145
conv2d_noise_4	12	67
conv2d_noise_4	13	15
conv2d_noise_4	14	6
conv2d_noise_4	15	2
conv2d_noise_5	0	14
conv2d_noise_5	1	15
conv2d_noise_5	2	53
conv2d_noise_5	3	110
conv2d_noise_5	4	181
conv2d_noise_5	5	278
conv2d_noise_5	6	377
conv2d_noise_5	7	427
conv2d_noise_5	9	356
conv2d_noise_5	10	265
conv2d_noise_5	11	138
conv2d_noise_5	12	60
conv2d_noise_5	13	18
conv2d_noise_5	14	10
conv2d_noise_5	15	2
conv2d_noise_6	0	5
conv2d_noise_6	1	13
conv2d_noise_6	2	32
conv2d_noise_6	3	60
conv2d_noise_6	4	164
conv2d_noise_6	5	222
conv2d_noise_6	6	350
conv2d_noise_6	7	424
conv2d_noise_6	9	394
conv2d_noise_6	10	253
conv2d_noise_6	11	193
conv2d_noise_6	12	121
conv2d_noise_6	13	45
conv2d_noise_6	14	19
conv2d_noise_6	15	9
conv2d_noise_7	0	11
conv2d_noise_7	1	17
conv2d_noise_7	2	40
conv2d_noise_7	3	110
conv2d_noise_7	4	290
conv2d_noise_7	5	618
conv2d_noise_7	6	823
conv2d_noise_7	7	969
conv2d_noise_7	9	822
conv2d_noise_7	10	496
conv2d_noise_7	11	267
conv2d_noise_7	12	94
conv2d_noise_7	13	29
conv2d_noise_7	14	17
conv2d_noise_7	15	5
conv2d_noise_8	0	20
conv2d_noise_8	1	46
conv2d_noise_8	2	100
conv2d_noise_8	3	261
conv2d_noise_8	4	625
conv2d_noise_8	5	1075
conv2d_noise_8	6	1662
conv2d_noise_8	7	1886
conv2d_noise_8	9	1668
conv2d_noise_8	10	1010
conv2d_noise_8	11	522
conv2d_noise_8	12	241
conv2d_noise_8	13	69
conv2d_noise_8	14	27
conv2d_noise_8	15	4
conv2d_noise_9	0	27
conv2d_noise_9	1	3
conv2d_noise_9	2	19
conv2d_noise_9	3	31
conv2d_noise_9	4	38
conv2d_noise_9	5	57
conv2d_noise_9	6	50
conv2d_noise_9	7	49
conv2d_noise_9	9	43
conv2d_noise_9	10	55
conv2d_noise_9	11	47
conv2d_noise_9	12	34
conv2d_noise_9	13	18
conv2d_noise_9	14	12
conv2d_noise_9	15	29
conv2d_noise_10	0	43
conv2d_noise_10	1	81
conv2d_noise_10	2	184
conv2d_noise_10	3	387
conv2d_noise_10	4	741
conv2d_noise_10	5	1155
conv2d_noise_10	6	1463
conv2d_noise_10	7	1633
conv2d_noise_10	9	1436
conv2d_noise_10	10	1040
conv2d_noise_10	11	603
conv2d_noise_10	12	293
conv2d_noise_10	13	115
conv2d_noise_10	14	29
conv2d_noise_10	15	13
conv2d_noise_11	0	48
conv2d_noise_11	1	106
conv2d_noise_11	2	216
conv2d_noise_11	3	431
conv2d_noise_11	4	761
conv2d_noise_11	5	1110
conv2d_noise_11	6	1495
conv2d_noise_11	7	1504
conv2d_noise_11	9	1360
conv2d_noise_11	10	949
conv2d_noise_11	11	660
conv2d_noise_11	12	356
conv2d_noise_11	13	140
conv2d_noise_11	14	57
conv2d_noise_11	15	23
conv2d_noise_12	0	52
conv2d_noise_12	1	110
conv2d_noise_12	2	217
conv2d_noise_12	3	421
conv2d_noise_12	4	782
conv2d_noise_12	5	1110
conv2d_noise_12	6	1398
conv2d_noise_12	7	1492
conv2d_noise_12	9	1337
conv2d_noise_12	10	1036
conv2d_noise_12	11	685
conv2d_noise_12	12	344
conv2d_noise_12	13	160
conv2d_noise_12	14	58
conv2d_noise_12	15	14
conv2d_noise_13	0	40
conv2d_noise_13	1	101
conv2d_noise_13	2	221
conv2d_noise_13	3	445
conv2d_noise_13	4	753
conv2d_noise_13	5	1129
conv2d_noise_13	6	1449
conv2d_noise_13	7	1542
conv2d_noise_13	9	1330
conv2d_noise_13	10	992
conv2d_noise_13	11	652
conv2d_noise_13	12	345
conv2d_noise_13	13	130
conv2d_noise_13	14	63
conv2d_noise_13	15	24
conv2d_noise_14	0	31
conv2d_noise_14	1	79
conv2d_noise_14	2	221
conv2d_noise_14	3	605
conv2d_noise_14	4	1286
conv2d_noise_14	5	2259
conv2d_noise_14	6	3141
conv2d_noise_14	7	3587
conv2d_noise_14	9	3254
conv2d_noise_14	10	2181
conv2d_noise_14	11	1116
conv2d_noise_14	12	457
conv2d_noise_14	13	154
conv2d_noise_14	14	53
conv2d_noise_14	15	8
conv2d_noise_15	0	75
conv2d_noise_15	1	186
conv2d_noise_15	2	508
conv2d_noise_15	3	1382
conv2d_noise_15	4	2754
conv2d_noise_15	5	4541
conv2d_noise_15	6	6180
conv2d_noise_15	7	6906
conv2d_noise_15	9	6103
conv2d_noise_15	10	4259
conv2d_noise_15	11	2395
conv2d_noise_15	12	1085
conv2d_noise_15	13	358
conv2d_noise_15	14	112
conv2d_noise_15	15	20
conv2d_noise_16	0	358
conv2d_noise_16	1	73
conv2d_noise_16	2	93
conv2d_noise_16	3	129
conv2d_noise_16	4	141
conv2d_noise_16	5	155
conv2d_noise_16	6	162
conv2d_noise_16	7	169
conv2d_noise_16	9	139
conv2d_noise_16	10	134
conv2d_noise_16	11	119
conv2d_noise_16	12	84
conv2d_noise_16	13	85
conv2d_noise_16	14	62
conv2d_noise_16	15	145
conv2d_noise_17	0	116
conv2d_noise_17	1	249
conv2d_noise_17	2	645
conv2d_noise_17	3	1393
conv2d_noise_17	4	2768
conv2d_noise_17	5	4589
conv2d_noise_17	6	6295
conv2d_noise_17	7	6760
conv2d_noise_17	9	6112
conv2d_noise_17	10	4245
conv2d_noise_17	11	2333
conv2d_noise_17	12	962
conv2d_noise_17	13	300
conv2d_noise_17	14	79
conv2d_noise_17	15	18
conv2d_noise_18	0	101
conv2d_noise_18	1	255
conv2d_noise_18	2	662
conv2d_noise_18	3	1508
conv2d_noise_18	4	2795
conv2d_noise_18	5	4552
conv2d_noise_18	6	5995
conv2d_noise_18	7	6764
conv2d_noise_18	9	5869
conv2d_noise_18	10	4402
conv2d_noise_18	11	2409
conv2d_noise_18	12	1051
conv2d_noise_18	13	386
conv2d_noise_18	14	87
conv2d_noise_18	15	28
conv2d_noise_19	0	99
conv2d_noise_19	1	253
conv2d_noise_19	2	589
conv2d_noise_19	3	1368
conv2d_noise_19	4	2684
conv2d_noise_19	5	4427
conv2d_noise_19	6	6172
conv2d_noise_19	7	6997
conv2d_noise_19	9	6347
conv2d_noise_19	10	4440
conv2d_noise_19	11	2243
conv2d_noise_19	12	884
conv2d_noise_19	13	288
conv2d_noise_19	14	63
conv2d_noise_19	15	10
conv2d_noise_20	0	171
conv2d_noise_20	1	357
conv2d_noise_20	2	839
conv2d_noise_20	3	1634
conv2d_noise_20	4	2784
conv2d_noise_20	5	4166
conv2d_noise_20	6	5306
conv2d_noise_20	7	5915
conv2d_noise_20	9	5483
conv2d_noise_20	10	4468
conv2d_noise_20	11	2925
conv2d_noise_20	12	1579
conv2d_noise_20	13	819
conv2d_noise_20	14	297
conv2d_noise_20	15	121
dense_noise	0	15
dense_noise	1	26
dense_noise	2	38
dense_noise	3	64
dense_noise	4	57
dense_noise	5	61
dense_noise	6	54
dense_noise	7	46
dense_noise	9	68
dense_noise	10	74
dense_noise	11	87
dense_noise	12	43
dense_noise	13	7
